Timestamp=Thu 5 Mar 2015 07:41:51 GMT +0	Test
Timestamp=Thu 5 Mar 2015 21:31:33 GMT +0	Pocket
Timestamp=Thu 5 Mar 2015 21:45:23 GMT +0	activity_type=pocket	title=Jumpers	excerpt=Shortly after ten-thirty in the morning on Wednesday, March 19th, a real-estate agent named Paul Alarab began hiking across the Golden Gate Bridge.	tags=	url=http://ift.tt/1tvXAto	added_date=March 05, 2015 at 01:45PM
Timestamp=Tue 17 Mar 2015 06:41:05 GMT +0	activity_type=pocket	title=Connecticut Supreme Court rules past marijuana convictions can be erased	excerpt=HARTFORD 	gt;=	gt; People busted in Connecticut for possessing small amounts of marijuana have the right to get their convictions erased because the state decriminalized misdemeanor possession of pot in 2011, the state Supreme Court ruled on Monday.=	tags=	url=http://ift.tt/1EVPn7G	added_date=March 16, 2015 at 11:31PM
Timestamp=Tue 17 Mar 2015 06:57:14 GMT +0	activity_type=pocket	title=	excerpt=	tags=	url=http://ift.tt/1wTZsPR	added_date=March 16, 2015 at 11:41PM
Timestamp=Tue 17 Mar 2015 06:57:16 GMT +0	activity_type=pocket	title=	excerpt=	tags=	url=http://ift.tt/1Cng6s0	added_date=March 16, 2015 at 11:42PM
Timestamp=Tue 17 Mar 2015 06:57:18 GMT +0	activity_type=pocket	title=CIA Director Says Assad?s Collapse Would Risk Terrorist Takeover	excerpt=(Bloomberg) -- The U.S. doesn?t want to see Syrian President Bashar al-Assad?s government collapse and create a vacuum for Islamic State and other militants to take over, Central Intelligence Agency Director John Brennan said.	tags=	url=http://ift.tt/1Bffz5J	added_date=March 16, 2015 at 11:47PM
Timestamp=Tue 17 Mar 2015 06:57:20 GMT +0	activity_type=pocket	title=Ido Bachelet DNA nanobots summary with a couple of extra videos	excerpt=In a brief talk, Bachelet said DNA nanobots will soon be tried in a critically ill leukemia patient.	tags=	url=http://ift.tt/1BJY0zH	added_date=March 16, 2015 at 11:50PM
Timestamp=Tue 17 Mar 2015 06:57:22 GMT +0	activity_type=pocket	title=Two Vampire Crab Species Found, Are Already Popular Pets	excerpt=Most animals don't groove to human beats, but they will respond to music that's tailored to their hearing abilities, ongoing research shows.	tags=	url=http://ift.tt/1GWaEPr	added_date=March 16, 2015 at 11:50PM
Timestamp=Tue 17 Mar 2015 15:39:09 GMT +0	activity_type=pocket	title=White House office to delete its FOIA regulations	excerpt=WASHINGTON -- The White House is removing a federal regulation that subjects its Office of Administration to the Freedom of Information Act, making official a policy under Presidents Bush and Obama to reject requests for records to that office.	tags=	url=http://www.usatoday.com/story/news/politics/2015/03/16/white-house-foia-regulations-deleted/24844253////	added_date=March 17, 2015 at 08:34AM
Timestamp=Tue 17 Mar 2015 15:39:12 GMT +0	activity_type=pocket	title=	quot;1) Nintendo will develop smartphones games with DeNA, using Nintendo IP (!).=	quot;=	excerpt=1) Nintendo will develop smartphones games with DeNA, using Nintendo IP (!).	tags=	url=http://ift.tt/1O1S1eG	added_date=March 17, 2015 at 08:36AM
Timestamp=Tue 17 Mar 2015 15:39:28 GMT +0	activity_type=pocket	title=Microsoft confirms it's killing off the Internet Explorer brand with Windows 10	excerpt=Internet Explorer is not a popular name when it comes to browsers, and Microsoft has tried various things to boost brand recognition of their browser and improve its reputation. Recently, the company confirmed that Internet Explorer is going away for good.	tags=	url=http://ift.tt/1FuTPJi	added_date=March 17, 2015 at 08:33AM
Timestamp=Tue 17 Mar 2015 22:38:13 GMT +0	activity_type=pocket	title=State Department: No record of Clinton signing 'separation' form	excerpt=This admission comes after the department for days was unable to answer questions about whether Clinton signed the form.  It also raises questions about whether Clinton, by not signing it, at least violated department policy.  Psaki claimed Clinton did not violate any policy.	tags=	url=http://ift.tt/1AVAIlN	added_date=March 17, 2015 at 03:33PM
Timestamp=Wed 18 Mar 2015 00:46:27 GMT +0	activity_type=pocket	title=Rep. Aaron Schock will resign	excerpt=Rep. Aaron Schock (R-Ill.) said Tuesday he would resign his seat in Congress at the end of the month amid numerous reports he had misused hundreds of thousands of taxpayer and campaign dollars on private flights, event tickets and office renovations.	tags=	url=http://ift.tt/1LpkZq7	added_date=March 17, 2015 at 05:40PM
Timestamp=Wed 18 Mar 2015 06:18:13 GMT +0	activity_type=pocket	title=Oklahoma is banning atheists from getting married	excerpt=In what has been described as a not-so-covert attack on gay marriage, a bill banning non-religious people from marrying and requiring all marriage licences be approved by a member of the clergy has been passed in Oklahoma.	tags=	url=http://ift.tt/1xuuXL7	added_date=March 17, 2015 at 11:13PM
Timestamp=Wed 18 Mar 2015 08:08:31 GMT +0	activity_type=pocket	title=Police don't ask: Why are we getting sued?	excerpt=Cities across the country have paid out large sums for police misconduct lawsuits. Chicago, for one, paid out more than half a billion dollars over 10 years. However, many cities have not taken a step that seems like common sense: Looking for data that could help them avoid future lawsuits. 	tags=	url=http://ift.tt/18W4Y9e	added_date=March 18, 2015 at 12:53AM
Timestamp=Wed 18 Mar 2015 08:08:32 GMT +0	activity_type=pocket	title=Spain finds Don Quixote writer Cervantes' tomb in Madrid	excerpt=Forensic scientists say they have found the tomb of Spain's much-loved giant of literature, Miguel de Cervantes, nearly 400 years after his death. They believe they have found the bones of Cervantes, his wife and others recorded as buried with him in Madrid's Convent of the Barefoot Trinitarians.	tags=	url=http://ift.tt/1xudP8g	added_date=March 18, 2015 at 12:54AM
Timestamp=Wed 18 Mar 2015 08:08:34 GMT +0	activity_type=pocket	title=	excerpt=	tags=	url=http://ift.tt/1FwJ2P0	added_date=March 18, 2015 at 12:55AM
Timestamp=Wed 18 Mar 2015 08:08:36 GMT +0	activity_type=pocket	title=	excerpt=	tags=	url=http://ift.tt/18Z6B5W	added_date=March 18, 2015 at 12:56AM
Timestamp=Wed 18 Mar 2015 17:00:40 GMT +0	activity_type=pocket	title=US sets new record for denying, censoring government files	excerpt=WASHINGTON (AP) -- The Obama administration set a new record again for more often than ever censoring government files or outright denying access to them last year under the U.S. Freedom of Information Act, according to a new analysis of federal data by The Associated Press.	tags=	url=http://ift.tt/1BxrEn7	added_date=March 18, 2015 at 09:46AM
Timestamp=Wed 18 Mar 2015 22:49:00 GMT +0	activity_type=pocket	title=Flawed Social Security data say 6.5M in US reach age 112	excerpt=WASHINGTON (AP) -- Americans are getting older, but not this old: Social Security records show that 6.5 million people in the U.S. have reached the ripe old age of 112. In reality, only few could possibly be alive.	tags=	url=http://ift.tt/1FonNhZ	added_date=March 18, 2015 at 03:38PM
Timestamp=Wed 18 Mar 2015 23:06:24 GMT +0	activity_type=pocket	title=Archives wants explanation for Hillary Clinton email practices	excerpt=The National Archives has formally asked the State Department to explain how Hillary Clinton?s emails as secretary of state ended up on her private email server rather than a government system.	tags=	url=http://ift.tt/1CtB0Wg	added_date=March 18, 2015 at 03:53PM
Timestamp=Wed 18 Mar 2015 23:06:29 GMT +0	activity_type=pocket	title=Politics	excerpt=WASHINGTON -- Hillary Clinton is hiring staff in Iowa and New Hampshire. She?s beefing up her press operation. She?s reaching out to Hispanic leaders.	tags=	url=http://ift.tt/1BWuGWK	added_date=March 18, 2015 at 03:56PM
Timestamp=Wed 18 Mar 2015 23:54:40 GMT +0	activity_type=pocket	title=Republican women say ?War No More,? but the men keep shooting their mouths off	excerpt=There were a couple of problems right off the bat when would-be Republican presidential candidate Carly Fiorina and the top Republican woman in the House, Cathy McMorris Rodgers, sat down with conservative interest groups Monday afternoon to refute the notion that the GOP is waging a ?war on women	tags=	url=http://ift.tt/1BPX9NR	added_date=March 18, 2015 at 04:54PM
Timestamp=Thu 19 Mar 2015 00:13:00 GMT +0	activity_type=pocket	title=Madeon's Adventure Machine	excerpt=By using this site, you agree to our use of cookies. To find out more and how to set your own preferences, click here.	tags=	url=http://ift.tt/1O6uOrP	added_date=March 18, 2015 at 04:54PM
Timestamp=Thu 19 Mar 2015 00:27:20 GMT +0	activity_type=pocket	title=This Is Why Microsoft Is Killing Off The Internet Explorer Brand	excerpt=	tags=	url=http://ift.tt/1GZEGlk	added_date=March 18, 2015 at 05:21PM
Timestamp=Thu 19 Mar 2015 00:28:25 GMT +0	activity_type=pocket	title=I recently just watched Enemy At The Gates (2001), and there is a scene where a Nazi officer (I can only speculate) is saying that any Russians who surrender will be treated better than their own officers do. Is this accurate? Or did the Nazi's treat Russian POW's horribly? : AskHistorians	excerpt=I recently just watched Enemy At The Gates (2001), and there is a scene where a Nazi officer (I can only speculate) is saying that any Russians who surrender will be treated better than their own officers do. Is this accurate? Or did the Nazi's treat Russian POW's horribly? (self.AskHistorians)	tags=	url=http://ift.tt/1GWtv9r	added_date=March 18, 2015 at 05:24PM
Timestamp=Thu 19 Mar 2015 00:29:27 GMT +0	activity_type=pocket	title=Full list of movies and TV shows arriving, leaving Netflix in April	excerpt=Netflix is adding a long list of movies and shows in April. However, some movies and shows will also be removed from the streaming service.	tags=	url=http://ift.tt/1AFrGKv	added_date=March 18, 2015 at 05:22PM
Timestamp=Thu 19 Mar 2015 00:42:47 GMT +0	activity_type=pocket	title=The Pirate Bay's new network is making ISP blocks useless	excerpt=Despite global efforts to put the kibosh on infamous torrent site The Pirate Bay (TPB), the lair of internet swashbucklers is proving almost impossible to sack. Swedish police succeeded in taking the site down late last year, only for it to reappear the following month.	tags=	url=http://ift.tt/1BUmuX6	added_date=March 18, 2015 at 05:28PM
Timestamp=Thu 19 Mar 2015 00:42:49 GMT +0	activity_type=pocket	title=Re'gions de France	excerpt=Sites franc,ais pratiques pour gagner du temps : pre'-plainte, timbres fiscaux commande's sur le net, lettre recommande'e a` envoyer en ligne, trouver un docteur et re'server un sie`ge d'avion, se faire rappeler par une hotline... (self.france) Doctolib teste', aucun souci.	tags=	url=http://ift.tt/1GYErDJ	added_date=March 18, 2015 at 05:29PM
Timestamp=Thu 19 Mar 2015 00:43:55 GMT +0	activity_type=pocket	title=	excerpt=	tags=	url=http://ift.tt/1GSwXSr	added_date=March 18, 2015 at 05:30PM
Timestamp=Thu 19 Mar 2015 00:44:56 GMT +0	activity_type=pocket	title=Flashback: Rove Erases 22 Million White House Emails on Private Server at Height of U.S. Attorney Scandal - Media Yawns	excerpt=Then as now, it?s clear that the only thing Republicans do very well is inflame the media with bogus scandals -- which is a handy way to distract attention from their ineptitude.	tags=	url=http://ift.tt/1GXoUDY	added_date=March 18, 2015 at 05:29PM
Timestamp=Thu 19 Mar 2015 04:56:03 GMT +0	activity_type=pocket	title=Hertz puts cameras in some of its rental cars, but it never meant to be creepy	excerpt=Last week, Fusion reported that Hertz had been updating the navigational devices in its rental cars to include cameras that have a full view of the interior of the vehicle. The update, which began in mid-2014, happened quietly and so far has only impacted about thirteen percent of Hertz' fleet.	tags=	url=http://ift.tt/1AUHCYd	added_date=March 18, 2015 at 09:48PM
Timestamp=Thu 19 Mar 2015 07:03:26 GMT +0	activity_type=pocket	title=	excerpt=	tags=	url=http://ift.tt/1Cw50m2	added_date=March 18, 2015 at 11:57PM
Timestamp=Thu 19 Mar 2015 08:06:05 GMT +0	activity_type=pocket	title=	excerpt=	tags=	url=http://ift.tt/1MOH2C9	added_date=March 19, 2015 at 12:50AM
Timestamp=Thu 19 Mar 2015 19:28:16 GMT +0	activity_type=pocket	title=White House: US 'to reevaluate' backing for Israel at UN	excerpt=Washington (AFP) - The White House on Thursday pointedly raised the prospect of withdrawing crucial diplomatic cover for Israel at the United Nations, following Benjamin Netanyahu's divisive election victory.	tags=	url=http://ift.tt/1DCRpJF	added_date=March 19, 2015 at 12:24PM
Timestamp=Thu 19 Mar 2015 22:13:34 GMT +0	activity_type=pocket	title=Rosetta makes first detection of molecular nitrogen at a comet / Rosetta / Space Science / Our Activities / ESA	excerpt=Alternatively, the molecular nitrogen could have been trapped more efficiently at even lower temperatures of around -253ºC in the same region as Pluto and Triton, resulting in relatively nitrogen-rich ices as seen on them.	tags=	url=http://ift.tt/1FKrAGC	added_date=March 19, 2015 at 02:56PM
Timestamp=Thu 19 Mar 2015 22:13:35 GMT +0	activity_type=pocket	title=The CIA Just Declassified the Document That Supposedly Justified the Iraq Invasion	excerpt=Thirteen years ago, the intelligence community concluded in a 93-page classified document used to justify the invasion of Iraq that it lacked 	quot;specific information=	quot; on =	quot;many key aspects=	quot; of Iraqi President Saddam Hussein's weapons of mass destruction (WMD) programs.=	tags=	url=http://ift.tt/1x4PNGb	added_date=March 19, 2015 at 02:57PM
Timestamp=Fri 20 Mar 2015 08:09:52 GMT +0	activity_type=pocket	title=Google's Android Auto in-car system is finally hitting the road	excerpt=Google has announced Android Auto is now available in compatible cars across the United States, UK and Australia. Android Auto is a system that works with an Android 5.	tags=	url=http://ift.tt/1OcmkzC	added_date=March 20, 2015 at 01:08AM
Timestamp=Fri 20 Mar 2015 08:26:39 GMT +0	activity_type=pocket	title=?Who are today's leading data visualization companies?	excerpt=Stamen is a great tech design studio that has produced work such as Crimespotting and Digg Labs. What are some other firms that produce work of the same caliber? (Not software vendors that only provide visualization tools.)Here are few more organizations that are doing similar work.	tags=	url=http://ift.tt/1I3C6s9	added_date=March 20, 2015 at 01:19AM
Timestamp=Fri 20 Mar 2015 08:27:40 GMT +0	activity_type=pocket	title=In the Age of Information, Specializing to Survive	excerpt=Jonathan Haber majored in philosophy at Harvard University. And Yale. And Stanford.	tags=	url=http://ift.tt/1FIBvgi	added_date=March 20, 2015 at 01:17AM
Timestamp=Fri 20 Mar 2015 08:45:46 GMT +0	activity_type=pocket	title=Did a Student's Non-PC Views on Rape Statistics Get Him Banned from Class? Maybe, Maybe Not.	excerpt=A male student at Reed College--a private liberal arts college in Oregon--says he was told not to return to his Humanities 110 discussion because his opinions about the prevalence of campus rape offended other people in the class.	tags=	url=http://ift.tt/1BUebcG	added_date=March 20, 2015 at 01:28AM
Timestamp=Fri 20 Mar 2015 08:45:48 GMT +0	activity_type=pocket	title=More Bad News: Mars One is Almost Completely Uninsurable	excerpt=Mars One has a grand plan to beat the big names in aerospace to the first manned mission to the Red Planet. But the chances of the dream ever getting off the ground appear to grow slimmer by the day (especially after an insider revealed some more of the organization's troubles this week).	tags=	url=http://ift.tt/1x5TlrM	added_date=March 20, 2015 at 01:32AM
Timestamp=Fri 20 Mar 2015 15:58:34 GMT +0	activity_type=pocket	title=History's Greatest Battles - Cannae	excerpt=	tags=	url=http://ift.tt/1BCQlyv	added_date=March 20, 2015 at 08:45AM
Timestamp=Fri 20 Mar 2015 17:10:51 GMT +0	activity_type=pocket	title=HBO, Showtime reportedly want exemptions from Internet data caps	excerpt=HBO, Showtime, and Sony reportedly want special treatment from Internet service providers to avoid congestion and data caps for their online streaming services.	tags=	url=http://ift.tt/1xkCOk4	added_date=March 20, 2015 at 10:06AM
Timestamp=Fri 20 Mar 2015 17:58:01 GMT +0	activity_type=pocket	title=Pillars of Eternity	excerpt=launches next week on March 26th. As fans of the Infinity Engine RPGs of yesteryear ourselves, we?re all very eager to give this new take on the golden age a playthrough.	tags=	url=http://ift.tt/1xmyWPy	added_date=March 20, 2015 at 10:45AM
Timestamp=Fri 20 Mar 2015 17:58:05 GMT +0	activity_type=pocket	title=IoT Stream Conference	excerpt=If you are responsible for bringing ?Internet of Things? products to market, you need to separate the IoT hype from reality. The IoT vision is vast, but there?s little consensus around best practices and common tech stacks.	tags=	url=http://ift.tt/1Lvq0bt	added_date=March 20, 2015 at 10:53AM
Timestamp=Fri 20 Mar 2015 17:59:06 GMT +0	activity_type=pocket	title=IE Mod for Pillars of Eternity	excerpt=Download IE Mod. (Mac version: not yet, Linux version: not yet) Place the contents of the archive into steamapps\common\Pillars of Eternity - Public Beta\PillarsOfEternity_Data\Managed, overwriting one file.  	tags=	url=http://ift.tt/1xmyVeo	added_date=March 20, 2015 at 10:47AM
Timestamp=Fri 20 Mar 2015 21:21:22 GMT +0	activity_type=pocket	title=Apparently bedwetting (past age 12) is one of the most common traits shared by serial killers. Is there is a psychological reason behind this?	excerpt=PsychologyApparently bedwetting (past age 12) is one of the most common traits shared by serial killers. Is there is a psychological reason behind this? (self.askscience) What you're asking about is part of a model proposed by John Macdonald.	tags=	url=http://ift.tt/1FMMDZe	added_date=March 20, 2015 at 02:09PM
Timestamp=Fri 20 Mar 2015 21:21:23 GMT +0	activity_type=pocket	title=Trauma responses in children	excerpt=This article is written for women and assumes a male offender, however SECASA tags=	url=http://ift.tt/1xHtPnG	added_date=March 20, 2015 at 02:13PM
Timestamp=Fri 20 Mar 2015 21:23:31 GMT +0	activity_type=pocket	title=What?s the Emotional Value of a Word?	excerpt=Assigning emotional values to words. Last month I wrote about Matthew Jockers?s research on the shapes of stories, which has since met with a welter of reactions within and without academe.	tags=	url=http://ift.tt/1BDYClI	added_date=March 20, 2015 at 02:13PM
Timestamp=Fri 20 Mar 2015 23:11:21 GMT +0	activity_type=pocket	title=Dark Web's 'Evolution' market vanishes along with $12 million	excerpt=At this moment, there are likely hives of peeved drug dealers out there looking to track down the vanished operators of what was up until a few days ago the dark web's top market, Evolution.	tags=	url=http://ift.tt/1CDLDY9	added_date=March 20, 2015 at 04:07PM
Timestamp=Sat 21 Mar 2015 06:20:03 GMT +0	activity_type=pocket	title=The Power of 'Good Enough' -- Atlantic Mobile	excerpt=Over a decade ago, psychologist Barry Schwartz published what might be the ultimate psychological life-hacking tome, The Paradox of Choice: Why More Is Less.	tags=	url=http://ift.tt/1EMjj6b	added_date=March 20, 2015 at 11:15PM
Timestamp=Sat 21 Mar 2015 06:22:48 GMT +0	activity_type=pocket	title=Dissolve	excerpt=No download required.	tags=	url=http://ift.tt/1ATSl6o	added_date=March 20, 2015 at 11:16PM
Timestamp=Sat 21 Mar 2015 06:37:09 GMT +0	activity_type=pocket	title=5 Babies Found Dead in French Village	excerpt=PARIS -- The bodies of five babies, including four hidden in a freezer, were discovered in a house in southern France after a man told the police he had found the corpse of a baby in a cooler bag in his home, a senior police official said Friday.	tags=	url=http://ift.tt/1BX4Hxi	added_date=March 20, 2015 at 11:25PM
Timestamp=Sat 21 Mar 2015 07:08:12 GMT +0	activity_type=pocket	title=Bill Maher's video 	quot;A cult is a cult, and that's what a frat is=	excerpt=Bill Maher Comedian, TV Personality, Author Add 5h	tags=	url=http://ift.tt/1AU2Whr	added_date=March 21, 2015 at 12:03AM
Timestamp=Sat 21 Mar 2015 16:23:21 GMT +0	activity_type=pocket	title=Scientists Confirm Institute of Medicine Recommendation for Vitamin D Intake Was Miscalculated and Is Far Too Low	excerpt=Contact Information Available for logged-in reporters only Citations Nutrients 2014Newswise -- SAN DIEGO, CA (March 16, 2015) - Researchers at UC San Diego and Creighton University have challenged the intake of vitamin D recommended by the National Academy of Sciences (NAS) Institute of Medicine	tags=	url=http://ift.tt/1AVMbCJ	added_date=March 21, 2015 at 09:11AM
Timestamp=Sun 22 Mar 2015 07:45:04 GMT +0	activity_type=pocket	title=	quot;You Grow Up Wanting to be Luke Skywalker, Then Realize You've Become a Stormtrooper for the Empire=	quot;=	excerpt=POWERFUL STORY: Read this shocking account of how U.S. Iraq War veterans had their 9/11 patriotism crushed 	amp; replaced with something far more alarming...=	tags=	url=http://ift.tt/1bhNaqZ	added_date=March 22, 2015 at 12:34AM
Timestamp=Mon 23 Mar 2015 03:28:06 GMT +0	activity_type=pocket	title=The Cucuteni-Trypillian culture and the mysterious burning of the buildings	excerpt=The discovery of ancient cultures, and artifacts related to those cultures, often brings for new and surprising information about how our ancient ancestors once lived. Some cultures are discovered to have engaged in very unique practices.	tags=	url=http://ift.tt/1HlB9dU	added_date=March 22, 2015 at 08:07PM
Timestamp=Mon 23 Mar 2015 03:29:08 GMT +0	activity_type=pocket	title=Watch Art Connoisseurs Unknowingly Analyze a $10 Print from IKEA	excerpt=The value of art has been at the center of many heated debates, probably ever since the first piece was sold, only being surpassed by the debate on the actual definition of art and what can be considered art.	tags=	url=http://ift.tt/1Hhetv6	added_date=March 22, 2015 at 08:23PM
Timestamp=Mon 23 Mar 2015 03:29:09 GMT +0	activity_type=pocket	title=Fraternity Suspended Over Notebook Detailing Rape And Lynching	excerpt=On Thursday night, employees at a Raleigh?s restaurant near North Carolina State University discovered a green notebook that had been left behind by members of the Pi Kappa Phi fraternity on campus.	tags=	url=http://ift.tt/1HfJnEc	added_date=March 22, 2015 at 08:26PM
Timestamp=Mon 23 Mar 2015 03:29:09 GMT +0	activity_type=pocket	title=This 13-character string will kill any Mac?s Chrome browser dead	excerpt=These 13 characters will kill your Chrome browser dead. Photo: VentureBeat If you?re on a Mac, and use Chrome, and if you?re not sure if you have Assyrian turned on, definitely don?t click this link.	tags=	url=http://ift.tt/1HeSo0k	added_date=March 22, 2015 at 08:27PM
Timestamp=Mon 23 Mar 2015 03:55:44 GMT +0	activity_type=pocket	title=The real story of how big data analytics helped Obama win	excerpt=You may have heard how statistical wizard Nate Silver predicted the electoral votes for each state in the 2012 presidential election, showing that raw data crunching of polls is much more reliable than traditional punditry.	tags=	url=http://ift.tt/11ZEktq	added_date=March 22, 2015 at 08:45PM
Timestamp=Mon 23 Mar 2015 07:24:42 GMT +0	activity_type=pocket	title=One by one you get to experience the life of every person who has ever existed. Is it overall a good experience?	excerpt=One by one you get to experience the life of every person who has ever existed. Is it overall a good experience? (self.askphilosophy) For the sake of simplicity limit the question to Earthlings. Bonus points for texts that address this question.	tags=	url=http://ift.tt/1CPsSkM	added_date=March 23, 2015 at 12:23AM
Timestamp=Mon 23 Mar 2015 14:18:44 GMT +0	activity_type=pocket	title=Switch Between Two Audio Devices In a Snap With AutoHotKey	excerpt=AutoHotKey is pretty awesome and it's been featured a bunch over the years on Lifehacker. It's a great tool for automating repetitive tasks in Windows.	tags=	url=http://ift.tt/1DPUlT0	added_date=March 23, 2015 at 06:57AM
Timestamp=Mon 23 Mar 2015 17:01:31 GMT +0	activity_type=pocket	title=Microsoft gives up on charging for Windows in China	excerpt=Call it amnesty. Call it common sense. Call it whatever you want, but Microsoft's decision to upgrade all Windows users in China to Windows 10, even if they're using pirated versions of Windows, is a clear sign that the operating system is dead.	tags=	url=http://ift.tt/1GKyP00	added_date=March 23, 2015 at 09:46AM
Timestamp=Mon 30 Mar 2015 17:25:06 GMT +0	activity_type=pocket	title=Giant Alien Planet Has 4 Suns in Its Sky	excerpt=An artist?s concept of the four-star system shows a gas giant orbiting its primary star (yellow), while the newfound red dwarf star (upper left) circles nearby. In the distance lie another pair of stars (upper right).	tags=iot	url=http://ift.tt/1bJFduS	added_date=March 30, 2015 at 10:24AM
Timestamp=Tue 31 Mar 2015 01:27:21 GMT +0	activity_type=pocket	title=No freedom from religion for gays in Indiana	excerpt=In the opening paragraphs of his astute and accessible explanation of why Indiana?s religious freedom law is unconscionable, Garrett Epps shows why I bristle every time someone tries to hide his or her flagrant prejudice behind God?s grace.	tags=iot	url=http://ift.tt/1Es0AwU	added_date=March 30, 2015 at 06:26PM
Timestamp=Fri 3 Apr 2015 00:13:07 GMT +0	activity_type=pocket	title=Tyranny of the Arbitrators	excerpt=I banked with Citibank for years. While an employee of Citigroup?s investment bank, I opened consumer bank accounts in 2007 before leaving in 2009.	tags=iot	url=http://ift.tt/1MGxkaf	added_date=April 02, 2015 at 05:04PM
Timestamp=Fri 3 Apr 2015 16:03:23 GMT +0	activity_type=pocket	title=Iceland Jails Four Top Bankers for Fraud in Landmark Case	excerpt=Iceland is proving to the world that even bankers aren't above the law after jailing four of the top banks. Iceland has jailed four bankers for market manipulation in a landmark case which sets a precedent for the rest of the world.	tags=iot	url=http://ift.tt/1IvfKQ0	added_date=April 03, 2015 at 08:59AM
Timestamp=Fri 3 Apr 2015 17:52:03 GMT +0	activity_type = weather value_type = fahrenheit value = 55	value2_type = weather value2 = Fair	url = http://ift.tt/Ja6u9Z
Timestamp=Fri 3 Apr 2015 18:57:30 GMT +0	activity_type=pocket	title=An Answer to Drought: A California County Desalination Plant Doesn?t Use Ocean Water	excerpt=Even as some look to the ocean as the ultimate solution to California?s drought, cost and coastal environmental issues have held back all but a handful of ocean desalination projects.	tags=iot	url=http://ift.tt/1J0SfPr	added_date=April 03, 2015 at 11:48AM
Timestamp=Fri 3 Apr 2015 19:23:34 GMT +0	activity_type = weather	value_type = fahrenheit	value = 61	url = http://ift.tt/Ja6u9Z
Timestamp=Sat 4 Apr 2015 02:36:24 GMT +0	activity_type = sunset	value_type = time	value = April 03, 2015 at 10:32PM	url = http://ift.tt/Ja6u9Z
Timestamp=Sat 4 Apr 2015 02:52:48 GMT +0	activity_type = weather value_type = fahrenheit value = 62	value2_type = weather value2 = Fair	url = http://ift.tt/Ja6u9Z
Timestamp=Sat 4 Apr 2015 02:53:24 GMT +0	activity_type=iss	value=April 03, 2015 at 08:19PM	value_type=time	description=Whenever the ISS flies over UC Berkeley, this record is generated.
Timestamp=Sat 4 Apr 2015 04:34:58 GMT +0	activity_type=iss	value=April 03, 2015 at 09:55PM	value_type=time	description=Whenever the ISS flies over UC Berkeley, this record is generated.
Timestamp=Sat 4 Apr 2015 06:08:26 GMT +0	activity_type=iss	value=April 03, 2015 at 11:33PM	value_type=time	description=Whenever the ISS flies over UC Berkeley, this record is generated.
Timestamp=Sat 4 Apr 2015 07:54:18 GMT +0	activity_type=iss	value=April 04, 2015 at 01:10AM	value_type=time	description=Whenever the ISS flies over UC Berkeley, this record is generated.
Timestamp=Sat 4 Apr 2015 08:57:03 GMT +0	activity_type = weather	value_type = fahrenheit	value = 48	url = http://ift.tt/Ja6u9Z
Timestamp=Sat 4 Apr 2015 09:28:33 GMT +0	activity_type=iss	value=April 04, 2015 at 02:47AM	value_type=time	description=Whenever the ISS flies over UC Berkeley, this record is generated.
Timestamp=Sat 4 Apr 2015 11:04:12 GMT +0	activity_type=iss	value=April 04, 2015 at 04:23AM	value_type=time	description=Whenever the ISS flies over UC Berkeley, this record is generated.
Timestamp=Sat 4 Apr 2015 19:14:19 GMT +0	activity_type = weather	value_type = fahrenheit	value = 62	url = http://ift.tt/Ja6u9Z
Timestamp=Sun 5 Apr 2015 02:07:22 GMT +0	activity_type=iss	value=April 04, 2015 at 07:26PM	value_type=time	description=Whenever the ISS flies over UC Berkeley, this record is generated.
Timestamp=Sun 5 Apr 2015 02:38:09 GMT +0	activity_type = sunset	value_type = time	value = April 04, 2015 at 10:34PM	url = http://ift.tt/Ja6u9Z
Timestamp=Sun 5 Apr 2015 03:43:53 GMT +0	activity_type=iss	value=April 04, 2015 at 09:01PM	value_type=time	description=Whenever the ISS flies over UC Berkeley, this record is generated.
Timestamp=Sun 5 Apr 2015 05:17:21 GMT +0	activity_type=iss	value=April 04, 2015 at 10:39PM	value_type=time	description=Whenever the ISS flies over UC Berkeley, this record is generated.
Timestamp=Sun 5 Apr 2015 06:52:09 GMT +0	activity_type=iss	value=April 05, 2015 at 12:17AM	value_type=time	description=Whenever the ISS flies over UC Berkeley, this record is generated.
Timestamp=Sun 5 Apr 2015 08:27:27 GMT +0	activity_type=iss	value=April 05, 2015 at 01:53AM	value_type=time	description=Whenever the ISS flies over UC Berkeley, this record is generated.
Timestamp=Sun 5 Apr 2015 10:03:25 GMT +0	activity_type=iss	value=April 05, 2015 at 03:30AM	value_type=time	description=Whenever the ISS flies over UC Berkeley, this record is generated.
Timestamp=Sun 5 Apr 2015 11:53:11 GMT +0	activity_type=iss	value=April 05, 2015 at 05:08AM	value_type=time	description=Whenever the ISS flies over UC Berkeley, this record is generated.
Timestamp=Mon 6 Apr 2015 00:44:08 GMT +0	actor_id=tag:example.org,2011:martin	actor_objectType=person	id=http://128.32.78.37:8080/activities/5c690d0ee39744d1b31b321d79066b85	verb=post	published=2011-02-10T15:04:55.000Z	target_displayName=Martin's Blog	object_id=tag:example.org,2011:abc123/xyz	target_objectType=blog	target_id=tag:example.org,2011:abc123	actor_url=http://example.org/martin	actor_displayName=Martin Smith	target_url=http://example.org/blog/	object_url=http://example.org/blog/2011/02/entry
